x y label
2.127025970925079 0.0 a
1.8838173268622727 0.0 a
2.267451592484401 0.0 a
1.848067970511845 0.0 a
1.852752915714164 0.0 a
2.1413771742799907 0.0 a
1.9973851097418232 0.0 a
1.9133335978746497 0.0 a
1.9434397390210523 0.0 a
2.1775093195388813 0.0 a
2.2936436932754782 0.0 a
1.7721038009352725 0.0 a
2.0309694274778174 0.0 a
1.8703750978984555 0.0 a
2.0415224625191954 0.0 a
1.7649827178930793 0.0 a
1.915289540070251 0.0 a
2.1267715790239983 0.0 a
2.0206011382556524 0.0 a
1.9761439232274267 0.0 a
2.1442310212544524 0.0 a
1.8907713935240287 0.0 a
1.9617892030156583 0.0 a
2.2158673892319487 0.0 a
2.2674097025185582 0.0 a
2.4071274901264874 0.0 a
1.903694881882237 0.0 a
1.587514139945618 0.0 a
1.8141479447379116 0.0 a
1.8044242901572616 0.0 a
1.9236944540051382 0.0 a
2.1537818854035278 0.0 a
1.9951272013980978 0.0 a
